,Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
1449,5472394,Airline C,575,Airport 2,Airport 3,23,5,4,Type B,0.880057,39.0,3.245537,0.023059,1
1450,7960654,Airline A,603,Airport 1,Airport 2,12,3,1,Type A,0.354577,17.77778,2.613333,0.318211,0
1451,8280370,Airline A,596,Airport 2,Airport 5,19,6,5,Type A,0.029058,2.0,3.705982,0.330875,0
1452,9528460,Airline C,363,Airport 2,Airport 2,13,2,10,Type E,0.521287,44.0,3.204495,0.699444,1
1453,550488,Airline C,638,Airport 3,Airport 4,20,2,7,Type B,0.471112,44.0,3.267765,0.538005,1
1454,7871971,Airline A,556,Airport 4,Airport 5,1,5,1,Type A,0.306893,11.0,2.193571,0.85845,0
1455,9042465,Airline E,624,Airport 2,Airport 2,3,5,4,Type E,0.873899,73.0,4.195958,0.176471,1
1456,307748,Airline C,623,Airport 2,Airport 2,6,5,6,Type D,0.749322,42.0,1.904693,0.265957,1
1457,2121556,Airline E,534,Airport 4,Airport 5,18,1,11,Type A,0.858116,10.0,3.501218,0.941076,1
1458,2517774,Airline A,420,Airport 5,Airport 5,16,6,12,Type D,0.161809,12.0,1.465718,0.444045,1
1459,9186368,Airline E,424,Airport 4,Airport 3,15,2,9,Type C,0.692412,80.89444549999997,0.738782,0.789051,1
1460,6759221,Airline B,431,Airport 3,Airport 4,12,5,11,Type C,0.975102,37.0,0.648817,0.492168,1
1461,3567969,Airline A,481,Airport 1,Airport 2,23,1,8,Type A,0.711914,12.44444,1.586397,0.529971,0
1462,246709,Airline A,401,Airport 1,Airport 2,23,4,2,Type A,0.271364,26.66667,0.819887,0.166631,1
1463,3781617,Airline D,336,Airport 4,Airport 5,21,6,11,Type B,0.99578,25.0,1.375246,0.8512,1
1464,4836607,Airline E,336,Airport 3,Airport 3,22,7,3,Type C,0.528324,22.0,2.960297,0.078355,1
1465,941559,Airline A,496,Airport 1,Airport 2,17,7,10,Type A,0.940059,27.55556,0.064174,0.349044,1
1466,3347434,Airline E,473,Airport 4,Airport 2,20,4,5,Type B,0.149361,23.0,1.231128,0.673468,0
1467,3260689,Airline B,550,Airport 2,Airport 2,11,4,11,Type E,0.666096,31.0,1.702736,0.507258,0
1468,1129692,Airline A,481,Airport 4,Airport 3,22,2,7,Type B,0.912618,47.33333,3.541868,0.881378,1
1469,4667462,Airline C,615,Airport 1,Airport 2,0,1,3,Type B,0.532018,80.89444549999997,2.725006,0.039298,1
1470,3420463,Airline A,441,Airport 1,Airport 2,14,1,12,Type A,0.38866,32.88889,2.139972,0.730583,0
1471,1224656,Airline B,533,Airport 5,Airport 3,2,4,7,Type B,0.127422,78.0,1.872532,0.477465,1
1472,420719,Airline A,555,Airport 1,Airport 2,5,6,5,Type A,0.395945,51.55556,0.941102,0.173601,1
1473,9453104,Airline A,505,Airport 1,Airport 2,13,3,10,Type A,0.454884,8.888889,0.282994,0.836158,1
1474,8402477,Airline B,601,Airport 5,Airport 3,22,4,6,Type A,0.709955,80.89444549999997,4.758587,0.411307,1
1475,2797914,Airline D,552,Airport 2,Airport 2,5,2,6,Type C,0.178621,1.333333,2.707461,0.531582,0
1476,7758406,Airline A,580,Airport 1,Airport 2,0,4,11,Type A,0.206105,10.66667,1.45631,1.088174,0
1477,8452154,Airline E,435,Airport 2,Airport 3,19,6,11,Type D,0.38694,30.0,4.617181,0.48623,0
1478,4278897,Airline E,478,Airport 2,Airport 2,5,6,12,Type C,0.458654,22.0,1.449591,0.823373,0
1479,9109906,Airline A,336,Airport 1,Airport 2,7,4,4,Type A,0.728385,20.44444,0.830265,0.865775,1
1480,2456914,Airline B,493,Airport 4,Airport 2,14,1,12,Type A,0.707531,31.33333,3.281738,0.662755,0
1481,3872776,Airline E,362,Airport 5,Airport 5,13,4,8,Type A,0.889278,4.0,3.92588,0.896812,1
1482,667331,Airline A,662,Airport 1,Airport 2,15,5,9,Type A,0.388954,80.89444549999997,1.948277,0.283052,1
1483,1345045,Airline A,530,Airport 3,Airport 2,19,5,2,Type E,0.528608,11.33333,3.943591,0.820771,1
1484,31554,Airline A,460,Airport 4,Airport 2,22,3,9,Type C,0.366041,80.89444549999997,2.87554,0.377787,1
1485,7555482,Airline A,575,Airport 4,Airport 2,15,2,11,Type E,0.001422,9.333333,4.514117,0.812491,0
1486,1799914,Airline B,360,Airport 1,Airport 5,18,2,12,Type D,0.579432,27.0,2.750534,0.493789,1
1487,6871724,Airline D,450,Airport 1,Airport 2,23,7,4,Type E,0.815796,17.0,1.146703,0.857709,1
1488,6203485,Airline E,465,Airport 2,Airport 2,0,1,6,Type D,0.036439,22.0,2.708506,0.894844,0
1489,4412542,Airline C,564,Airport 1,Airport 5,3,2,7,Type E,0.003492,4.0,3.764723,0.597644,1
1490,5995103,Airline C,402,Airport 2,Airport 3,23,3,4,Type E,0.727818,15.0,3.267877,0.507627,1
1491,818685,Airline A,430,Airport 1,Airport 2,9,5,8,Type A,0.78386,1.777778,0.607542,0.88119,1
1492,1441298,Airline A,511,Airport 2,Airport 3,19,1,10,Type B,0.405852,27.0,0.405391,0.266986,1
1493,8547855,Airline A,563,Airport 1,Airport 2,17,6,8,Type A,0.761605,80.89444549999997,0.631202,0.017267,1
1494,408610,Airline A,521,Airport 1,Airport 2,1,5,1,Type A,1.053386,1.0,2.460105,0.457981,1
1495,2141715,Airline D,409,Airport 1,Airport 4,3,3,8,Type D,0.247863,32.0,0.922331,0.507774,1
1496,3867342,Airline A,510,Airport 1,Airport 2,14,1,10,Type A,0.345927,39.11111,1.360929,0.334421,1
1497,6103941,Airline A,431,Airport 1,Airport 2,3,4,12,Type A,0.286232,6.222222,1.595864,0.431282,0
1498,5761093,Airline A,405,Airport 1,Airport 2,15,2,3,Type A,0.823987,8.0,2.198683,0.149691,1
1499,3042024,Airline A,540,Airport 1,Airport 2,14,3,5,Type A,0.453189,5.333333,2.100647,0.311951,1
1500,9334140,Airline D,554,Airport 2,Airport 4,17,1,10,Type A,0.988693,10.0,4.544766,0.240095,1
1501,542137,Airline B,498,Airport 5,Airport 3,6,5,8,Type B,0.714649,3.0,3.021918,0.300987,0
1502,494150,Airline A,551,Airport 1,Airport 2,14,1,11,Type A,0.467377,11.55556,2.363297,0.336436,0
1503,6718078,Airline C,576,Airport 1,Airport 4,21,4,6,Type D,0.149186,13.0,1.519215,0.558968,0
1504,5534965,Airline A,336,Airport 1,Airport 2,10,3,4,Type A,0.692025,43.55556,1.076412,0.281922,1
1505,5087779,Airline D,541,Airport 2,Airport 5,18,1,4,Type C,0.294903,32.0,4.418862,0.940961,0
1506,6048067,Airline A,654,Airport 3,Airport 2,7,6,12,Type B,0.905509,47.0,1.627818,0.511275,1
1507,4766873,Airline B,471,Airport 5,Airport 5,23,3,4,Type E,0.441404,25.0,4.356111,0.128966,0
1508,9873470,Airline A,653,Airport 2,Airport 3,0,3,6,Type A,0.29265,11.0,2.015575,0.279606,0
1509,8060004,Airline A,531,Airport 1,Airport 2,2,5,7,Type A,0.688552,13.33333,0.908487,0.820977,1
1510,2864850,Airline C,507,Airport 1,Airport 3,4,7,5,Type B,0.136975,11.0,1.745165,0.013659,0
1511,8283952,Airline B,526,Airport 4,Airport 3,17,2,10,Type D,0.561549,17.33333,2.734715,0.937818,0
1512,5709847,Airline B,347,Airport 4,Airport 2,11,7,8,Type E,0.056111,80.89444549999997,0.645344,0.445177,1
1513,8044754,Airline E,662,Airport 3,Airport 2,11,6,7,Type C,0.606889,10.0,0.183013,0.521079,1
1514,5417835,Airline D,450,Airport 4,Airport 2,20,4,8,Type D,0.530164,12.0,4.487065,0.988412,0
1515,5329897,Airline D,380,Airport 1,Airport 5,18,1,4,Type A,0.520766,31.0,4.644691,0.503403,1
1516,697649,Airline C,446,Airport 3,Airport 3,8,7,8,Type B,0.684164,55.0,0.380853,0.947744,1
1517,6858432,Airline C,502,Airport 2,Airport 4,10,2,6,Type A,0.044457,5.333333,2.948488,0.915231,0
1518,1203745,Airline A,612,Airport 1,Airport 2,16,5,3,Type A,0.559731,8.0,1.349205,1.05898,0
1519,1131880,Airline E,492,Airport 3,Airport 3,15,2,8,Type C,0.444039,64.0,1.862153,0.812373,1
1520,6864074,Airline A,467,Airport 1,Airport 2,3,3,7,Type A,0.559782,1.777778,1.422262,0.333448,0
1521,6041598,Airline A,469,Airport 1,Airport 2,9,3,10,Type A,1.079891,24.0,1.145298,0.38968,1
1522,9858288,Airline C,364,Airport 5,Airport 2,21,4,5,Type E,0.139278,59.0,2.448175,0.364984,1
1523,8681841,Airline A,447,Airport 1,Airport 3,14,6,11,Type E,0.69043,50.66667,3.776684,0.979181,1
1524,5021064,Airline A,440,Airport 1,Airport 2,18,1,4,Type A,0.501996,1.0,1.314901,0.40585,0
1525,3345870,Airline A,525,Airport 1,Airport 2,2,1,1,Type A,0.611727,11.55556,0.809145,0.122275,1
1526,9490886,Airline B,336,Airport 3,Airport 5,20,5,10,Type A,0.762394,5.333333,2.907281,0.778329,1
1527,3809262,Airline B,455,Airport 5,Airport 5,22,4,3,Type A,0.157375,25.0,3.20377,0.366063,0
1528,3405839,Airline B,630,Airport 1,Airport 2,4,1,2,Type D,0.763585,20.0,3.311557,0.620936,0
1529,4660764,Airline B,541,Airport 4,Airport 5,10,6,8,Type E,0.070331,80.89444549999997,3.291533,0.92436,1
1530,3912640,Airline E,593,Airport 2,Airport 4,23,3,8,Type E,0.48331,14.0,3.523014,0.575506,0
1531,6239964,Airline D,460,Airport 4,Airport 5,4,4,12,Type D,0.742071,24.0,1.550464,0.6377,0
1532,101089,Airline A,662,Airport 4,Airport 5,6,2,5,Type B,0.192551,10.66667,2.43067,0.642863,0
1533,7875949,Airline C,579,Airport 1,Airport 5,5,7,5,Type D,0.770916,2.666667,3.343531,0.612399,0
1534,495202,Airline A,506,Airport 1,Airport 2,12,7,11,Type A,0.266813,8.888889,2.085921,0.179741,0
1535,1021249,Airline A,564,Airport 1,Airport 2,1,4,4,Type A,0.899239,7.111111,1.085365,0.513467,1
1536,3497287,Airline A,376,Airport 1,Airport 2,18,4,1,Type A,0.568936,42.66667,0.913332,0.008622,1
1537,5482409,Airline E,374,Airport 5,Airport 2,10,6,1,Type C,0.684638,15.33333,3.579413,0.626265,1
1538,1994426,Airline C,580,Airport 3,Airport 2,19,6,6,Type A,0.917406,10.0,1.110866,0.575358,1
1539,4928371,Airline A,613,Airport 1,Airport 2,4,1,4,Type A,0.508422,17.77778,0.22373,0.357904,1
1540,77360,Airline B,408,Airport 3,Airport 2,8,7,4,Type D,0.232958,4.666667,2.35583,0.523896,1
1541,4264500,Airline D,585,Airport 5,Airport 2,5,5,3,Type A,0.867164,6.0,0.866866,0.493058,1
1542,6063343,Airline C,553,Airport 2,Airport 2,16,5,9,Type B,0.161617,58.0,2.091414,0.250915,1
1543,1478344,Airline A,420,Airport 1,Airport 2,18,6,3,Type A,0.731476,76.44444,0.728085,0.329948,1
1544,2336649,Airline C,400,Airport 1,Airport 3,22,1,8,Type B,0.923253,1.333333,3.886309,0.762541,1
1545,5151510,Airline A,427,Airport 3,Airport 2,7,1,2,Type B,0.674397,43.0,1.657042,0.755732,1
1546,9244633,Airline D,451,Airport 2,Airport 2,6,1,4,Type B,0.195681,18.0,3.203379,0.469782,0
1547,1535429,Airline A,460,Airport 1,Airport 2,4,6,1,Type A,0.252284,12.44444,1.684781,0.807198,0
1548,2406386,Airline E,340,Airport 3,Airport 5,14,5,11,Type C,0.252306,35.0,2.282271,0.450801,1
1549,4667584,Airline E,451,Airport 4,Airport 5,9,1,5,Type C,0.391407,9.0,0.40539,0.851374,1
1550,9926079,Airline E,531,Airport 1,Airport 3,23,6,2,Type C,0.159159,1.0,3.701825,0.332807,1
1551,3329250,Airline C,566,Airport 3,Airport 4,15,2,11,Type B,0.797814,7.0,0.37584,0.927292,1
1552,2199620,Airline D,440,Airport 5,Airport 2,8,2,1,Type E,0.357035,6.0,0.496065,0.542284,1
1553,2858629,Airline C,649,Airport 5,Airport 2,6,3,1,Type E,0.936087,1.0,0.979987,0.535688,1
1554,3771929,Airline A,502,Airport 1,Airport 2,10,2,2,Type A,0.942491,9.777778,0.700939,0.754662,1
1555,6587702,Airline E,662,Airport 1,Airport 3,8,4,5,Type D,0.908818,19.0,4.232259,0.340856,1
1556,1813922,Airline C,425,Airport 1,Airport 4,16,3,12,Type A,0.294493,26.0,3.374609,0.72433,1
1557,8429111,Airline C,536,Airport 5,Airport 5,8,2,9,Type D,0.573732,11.0,1.936064,0.320425,1
1558,1175620,Airline A,491,Airport 2,Airport 2,2,4,6,Type D,0.32145,6.0,4.893137,0.397539,0
1559,761477,Airline A,433,Airport 1,Airport 2,21,2,12,Type A,0.356949,6.222222,0.609006,0.759041,1
1560,7983060,Airline D,586,Airport 4,Airport 2,7,6,4,Type E,0.607087,66.0,3.049072,0.378449,1
1561,5243572,Airline B,576,Airport 5,Airport 3,18,7,3,Type A,0.817995,6.0,4.236071,0.199974,1
1562,7738026,Airline E,474,Airport 5,Airport 4,19,4,8,Type D,0.093598,42.0,4.010113,0.871901,1
1563,3506732,Airline C,531,Airport 2,Airport 5,15,1,3,Type C,0.275769,17.0,0.651539,0.922155,1
1564,8386376,Airline A,525,Airport 2,Airport 4,6,6,1,Type E,0.205134,54.0,3.686371,0.626731,1
1565,382380,Airline A,473,Airport 1,Airport 5,6,7,4,Type C,0.79835,15.0,1.289319,0.811151,1
1566,2798839,Airline D,424,Airport 4,Airport 2,19,4,11,Type C,0.933372,5.0,1.778667,0.986652,1
1567,4681136,Airline A,499,Airport 1,Airport 2,12,6,5,Type A,0.179943,20.44444,1.42248,0.691622,0
1568,567422,Airline A,480,Airport 1,Airport 2,2,1,5,Type A,0.479213,23.11111,1.976875,1.022392,0
1569,9933853,Airline C,393,Airport 1,Airport 4,11,4,5,Type A,0.914509,30.0,0.831007,0.359255,1
1570,8073890,Airline D,565,Airport 4,Airport 2,23,4,8,Type C,0.344638,15.0,0.742776,0.700472,1
1571,677771,Airline A,504,Airport 1,Airport 4,7,7,8,Type D,0.712661,1.0,0.767206,0.055805,1
1572,4717319,Airline A,486,Airport 1,Airport 4,12,6,12,Type C,0.100666,29.0,1.091118,0.788972,1
1573,9721763,Airline E,350,Airport 5,Airport 5,19,2,4,Type E,0.444388,80.89444549999997,0.297509,0.829803,1
1574,8836730,Airline E,531,Airport 1,Airport 5,15,4,9,Type E,0.503301,80.89444549999997,4.831782,0.401175,1
1575,4164573,Airline A,351,Airport 1,Airport 2,6,2,1,Type A,0.857664,24.0,0.797709,0.718824,1
1576,8761489,Airline B,514,Airport 2,Airport 2,3,4,5,Type B,0.288825,1.0,1.084878,0.858361,1
1577,5554349,Airline D,585,Airport 3,Airport 4,11,5,5,Type E,0.264189,2.0,3.389171,0.883608,0
1578,3551318,Airline C,662,Airport 5,Airport 2,16,3,5,Type E,0.302968,53.0,4.134981,0.106532,1
1579,3580392,Airline E,506,Airport 3,Airport 2,0,2,8,Type B,0.555697,35.33333,3.766171,0.827488,0
1580,6425118,Airline D,662,Airport 2,Airport 2,16,2,9,Type E,0.876004,80.89444549999997,3.593536,0.274243,1
1581,542778,Airline A,573,Airport 1,Airport 2,1,7,3,Type A,0.930941,21.33333,0.126325,0.81822,1
1582,9999011,Airline D,547,Airport 5,Airport 4,5,1,9,Type E,0.057946,59.0,4.110798,0.325164,1
1583,4206908,Airline A,611,Airport 1,Airport 2,11,5,11,Type A,0.978955,46.22222,1.254697,0.063371,1
1584,7778134,Airline A,633,Airport 1,Airport 2,10,1,8,Type A,0.195109,23.11111,1.822715,0.236105,0
1585,1717757,Airline A,582,Airport 1,Airport 2,20,5,3,Type A,0.515348,40.0,2.591062,0.459756,1
1586,4448710,Airline A,485,Airport 1,Airport 2,10,5,2,Type C,0.765404,2.666667,4.053363,0.741229,0
1587,8976028,Airline A,446,Airport 5,Airport 5,17,6,4,Type A,0.081511,30.0,4.12686,0.100704,0
1588,189315,Airline D,370,Airport 2,Airport 2,7,6,12,Type D,0.0404,80.89444549999997,0.907336,0.812934,1
1589,7378980,Airline D,516,Airport 2,Airport 2,6,6,2,Type C,0.329996,3.333333,2.582086,0.996951,0
1590,4321250,Airline D,618,Airport 1,Airport 2,13,4,4,Type D,0.729926,26.66667,4.746627,0.788258,0
1591,9637061,Airline A,403,Airport 5,Airport 2,15,7,5,Type C,0.521756,11.0,2.913426,0.473737,1
1592,2653037,Airline A,392,Airport 2,Airport 2,11,1,2,Type C,0.417002,50.0,0.512932,0.56816,1
1593,6538757,Airline A,662,Airport 1,Airport 2,8,3,12,Type A,0.913073,31.11111,1.82955,0.006931,1
1594,5906662,Airline E,474,Airport 2,Airport 2,19,5,8,Type B,0.766709,78.0,0.214634,0.209274,1
1595,4606337,Airline E,336,Airport 5,Airport 5,22,5,1,Type D,0.786043,24.66667,3.711486,0.898988,1
1596,3427275,Airline A,354,Airport 1,Airport 2,20,7,3,Type A,0.559727,13.33333,2.199432,0.024446,1
1597,4630979,Airline A,544,Airport 1,Airport 2,15,2,7,Type A,0.119449,1.0,1.263125,1.017894,0
1598,7684993,Airline E,452,Airport 5,Airport 2,20,4,10,Type A,0.172137,47.0,2.068064,0.113253,1
1599,8414939,Airline A,547,Airport 1,Airport 2,18,3,1,Type C,0.7413,15.0,1.521057,0.133074,0
1600,2202547,Airline A,477,Airport 1,Airport 2,15,6,11,Type A,0.853173,29.33333,2.192346,0.197269,1
1601,2152131,Airline B,521,Airport 4,Airport 5,8,5,2,Type D,0.972299,2.0,2.738923,0.799385,1
1602,9463105,Airline B,662,Airport 1,Airport 2,12,2,3,Type D,0.190187,66.0,3.0963,0.478187,1
1603,4489599,Airline C,481,Airport 4,Airport 2,4,1,2,Type B,0.122927,17.0,3.308537,0.145197,0
1604,5818906,Airline E,617,Airport 2,Airport 2,21,5,2,Type C,0.13879,75.0,1.701155,0.686802,1
1605,2901844,Airline A,511,Airport 4,Airport 5,18,2,12,Type B,0.184788,24.0,2.363932,0.940688,0
1606,3752980,Airline A,384,Airport 5,Airport 2,9,1,11,Type D,0.528468,2.0,3.708029,0.572451,1
1607,9533501,Airline D,662,Airport 4,Airport 2,6,4,6,Type C,0.975211,25.0,4.927435,0.0987,1
1608,7385153,Airline A,662,Airport 1,Airport 3,8,6,7,Type C,0.589431,72.0,0.171528,0.054751,1
1609,7889746,Airline A,484,Airport 1,Airport 2,13,7,6,Type A,0.622688,42.66667,0.106621,0.895356,1
1610,6930567,Airline C,515,Airport 4,Airport 2,14,1,11,Type E,0.673356,16.0,2.140412,0.626084,0
1611,9142188,Airline A,623,Airport 1,Airport 5,12,5,6,Type A,0.07393,62.0,3.498109,0.922657,1
1612,1378410,Airline A,481,Airport 1,Airport 2,9,3,9,Type A,0.915354,8.0,0.965912,0.615656,1
1613,4662643,Airline D,596,Airport 4,Airport 3,13,1,8,Type C,0.64688,14.0,4.998193,0.062395,0
1614,4754342,Airline A,418,Airport 3,Airport 5,20,3,8,Type E,0.171192,41.0,0.976796,0.403687,1
1615,2519840,Airline A,662,Airport 1,Airport 2,22,3,6,Type A,0.730715,6.222222,0.019814,0.74024,1
1616,3785018,Airline A,536,Airport 1,Airport 2,11,1,5,Type A,0.696208,18.66667,0.475323,0.432996,1
1617,3224174,Airline A,575,Airport 1,Airport 2,18,7,9,Type E,0.064853,26.0,4.634212,0.999591,0
1618,308124,Airline B,635,Airport 4,Airport 2,5,7,12,Type C,0.266932,30.0,0.925745,0.405379,1
1619,9707703,Airline A,581,Airport 1,Airport 2,11,4,2,Type A,0.490942,4.444444,1.397437,0.614516,0
1620,8767047,Airline D,494,Airport 5,Airport 2,23,7,7,Type C,0.244889,29.0,2.096381,0.225392,0
1621,1474877,Airline A,662,Airport 1,Airport 5,12,1,6,Type D,0.243162,25.0,3.528627,0.152138,0
1622,5081258,Airline B,583,Airport 1,Airport 2,7,7,7,Type C,0.572948,24.0,0.272978,0.645306,1
1623,6068569,Airline A,483,Airport 3,Airport 3,15,2,12,Type E,0.470859,34.66667,3.293751,0.588613,0
1624,7814073,Airline A,349,Airport 4,Airport 3,1,6,4,Type E,0.667292,6.0,1.773758,0.004339,1
1625,8590955,Airline A,498,Airport 1,Airport 3,21,3,9,Type A,0.956407,41.0,4.630198,0.284782,1
1626,1070105,Airline E,447,Airport 3,Airport 5,6,6,7,Type D,0.660556,28.0,4.244437,0.64358,0
1627,4973798,Airline A,502,Airport 1,Airport 2,11,5,2,Type A,0.682096,33.77778,0.998766,0.913781,1
1628,7461209,Airline E,435,Airport 3,Airport 4,6,3,4,Type B,0.847559,21.0,4.964459,0.312369,1
1629,1722770,Airline D,538,Airport 3,Airport 2,18,5,5,Type E,0.632073,15.0,0.259719,0.647436,1
1630,2742923,Airline B,455,Airport 3,Airport 4,13,2,2,Type D,0.165561,15.0,3.943161,0.265258,0
1631,1095509,Airline B,642,Airport 1,Airport 2,8,2,10,Type A,0.314749,26.0,2.369183,0.69038,0
1632,4470371,Airline A,561,Airport 1,Airport 2,17,6,8,Type A,0.83336,17.77778,1.083263,0.785191,1
1633,599001,Airline A,453,Airport 1,Airport 2,10,2,1,Type A,0.838382,10.66667,0.425334,0.146501,1
1634,4058150,Airline B,500,Airport 5,Airport 3,15,1,3,Type A,0.987009,19.33333,2.5744,0.66509,1
1635,1993957,Airline B,550,Airport 5,Airport 3,18,3,1,Type C,0.626975,54.0,0.423592,0.333567,1
1636,2460476,Airline B,349,Airport 5,Airport 2,10,5,5,Type E,0.899545,1.0,3.082886,0.172595,1
1637,8983938,Airline D,546,Airport 2,Airport 5,17,7,8,Type A,0.05458,80.89444549999997,1.407952,0.500361,1
1638,7564318,Airline A,336,Airport 5,Airport 5,10,6,7,Type A,0.566222,3.0,3.62429,0.452297,1
1639,9987550,Airline C,653,Airport 5,Airport 2,3,6,9,Type B,0.919848,14.0,3.036808,0.773875,1
1640,8518950,Airline E,462,Airport 3,Airport 3,17,2,2,Type C,0.287244,24.0,3.732025,0.084516,0
1641,5763121,Airline A,604,Airport 1,Airport 2,18,2,12,Type A,0.254877,3.555556,2.074355,0.888472,0
1642,6395833,Airline C,385,Airport 1,Airport 4,12,5,8,Type E,0.35051,74.0,0.983545,0.106082,1
1643,8301230,Airline A,557,Airport 3,Airport 3,3,3,8,Type E,0.792236,19.0,0.003374,0.207459,1
1644,7286341,Airline A,382,Airport 3,Airport 2,9,3,6,Type A,0.084701,4.0,1.828806,0.515882,1
1645,6720814,Airline A,470,Airport 3,Airport 5,21,6,3,Type C,0.600339,37.0,4.595346,0.463175,0
1646,4164861,Airline B,596,Airport 1,Airport 2,4,5,2,Type E,0.135632,21.33333,3.089497,0.988859,0
1647,2164809,Airline D,561,Airport 5,Airport 3,2,6,8,Type E,0.435532,65.33333,3.83751,0.589474,1
1648,8570415,Airline A,556,Airport 1,Airport 2,15,7,6,Type A,1.065977,15.11111,2.198926,0.368365,1
1649,1898988,Airline D,464,Airport 2,Airport 2,7,4,4,Type C,0.195144,6.0,4.530291,0.900149,0
1650,9388942,Airline D,395,Airport 3,Airport 2,23,3,5,Type A,0.034017,1.0,2.645126,0.312215,1
1651,7203089,Airline C,578,Airport 4,Airport 3,6,5,5,Type D,0.427203,39.0,2.90471,0.273776,1
1652,4562748,Airline C,407,Airport 3,Airport 4,18,7,9,Type B,0.577696,28.0,4.254694,0.494372,1
1653,4514371,Airline D,437,Airport 1,Airport 2,13,5,9,Type D,0.297518,71.33333,4.037427,0.913175,1
1654,1186246,Airline D,642,Airport 3,Airport 2,14,6,8,Type D,0.541768,24.66667,3.494293,0.708514,0
1655,4123435,Airline B,557,Airport 4,Airport 2,16,2,8,Type E,0.953402,54.0,3.022321,0.677483,1
1656,7040861,Airline B,363,Airport 2,Airport 4,20,5,12,Type C,0.311771,80.89444549999997,3.086076,0.726077,1
1657,4908832,Airline A,498,Airport 1,Airport 2,0,6,2,Type A,0.409427,14.22222,0.907278,0.742096,1
1658,6152236,Airline A,484,Airport 3,Airport 5,5,1,3,Type B,0.482768,2.666667,4.204589,0.759796,1
1659,3802525,Airline D,462,Airport 4,Airport 3,22,2,8,Type A,0.515316,6.0,3.088899,0.192762,0
1660,4326136,Airline A,465,Airport 1,Airport 2,14,2,5,Type A,0.101366,9.777778,0.55882,0.199416,1
1661,3504603,Airline C,630,Airport 2,Airport 2,11,3,7,Type E,0.615875,21.0,1.199216,0.362163,0
1662,5179688,Airline A,662,Airport 1,Airport 2,20,4,8,Type A,1.097357,2.666667,2.154008,0.95733,1
1663,1850587,Airline D,495,Airport 3,Airport 5,19,3,6,Type E,0.292008,6.666667,3.128538,0.714454,0
1664,3537774,Airline D,516,Airport 4,Airport 5,1,1,5,Type E,0.63081,11.0,1.993521,0.566473,0
1665,4890475,Airline E,363,Airport 2,Airport 2,4,6,8,Type D,0.004622,1.0,0.935504,0.019447,1
1666,9534043,Airline A,662,Airport 5,Airport 5,8,2,1,Type A,0.604327,13.0,3.05108,0.235802,0
1667,1595056,Airline E,434,Airport 4,Airport 2,19,2,1,Type D,0.447068,3.0,0.921552,0.803514,1
1668,9992513,Airline C,457,Airport 2,Airport 2,13,7,1,Type E,0.530293,16.0,2.350835,0.242487,0
1669,4740425,Airline B,579,Airport 1,Airport 2,17,5,3,Type C,0.543905,4.0,3.387553,0.73029,0
1670,8842280,Airline A,528,Airport 1,Airport 2,21,4,10,Type A,0.276953,45.33333,1.613539,0.207714,1
1671,4019161,Airline A,554,Airport 1,Airport 2,7,4,12,Type A,0.869968,1.777778,2.30525,0.682164,1
1672,9423596,Airline E,567,Airport 4,Airport 5,1,5,6,Type E,0.55547,60.0,0.198606,0.628211,1
1673,1062581,Airline E,499,Airport 3,Airport 2,8,1,6,Type A,0.270194,26.0,1.598974,0.751966,0
1674,8658374,Airline E,588,Airport 2,Airport 2,6,4,5,Type B,0.937382,18.0,0.285431,0.438342,1
1675,9112199,Airline A,336,Airport 1,Airport 2,17,2,7,Type A,0.112774,20.44444,0.486511,0.711759,1
1676,6970738,Airline A,662,Airport 1,Airport 2,15,1,5,Type A,0.825937,12.44444,0.309958,0.547841,1
1677,9254411,Airline B,481,Airport 3,Airport 5,20,3,2,Type D,0.381235,2.666667,3.663308,0.947338,0
1678,9595859,Airline B,587,Airport 4,Airport 3,4,3,4,Type E,0.522545,43.0,1.84688,0.521881,1
1679,3515965,Airline C,549,Airport 1,Airport 2,22,1,1,Type A,0.29151,78.0,4.825221,0.209598,1
1680,7143415,Airline E,336,Airport 2,Airport 3,14,2,7,Type E,0.321252,80.89444549999997,0.116889,0.667893,1
1681,6086070,Airline A,521,Airport 2,Airport 4,4,7,4,Type E,0.015166,22.0,3.464621,0.548467,0
1682,1461824,Airline A,336,Airport 1,Airport 2,10,3,4,Type A,0.829845,8.888889,2.426362,0.904308,1
1683,146255,Airline C,549,Airport 4,Airport 2,21,6,4,Type A,0.710798,19.0,0.879194,0.176912,1
1684,1324838,Airline D,521,Airport 2,Airport 5,13,2,3,Type D,0.654358,32.0,2.212161,0.26094,0
1685,9309853,Airline A,372,Airport 1,Airport 2,18,5,8,Type A,0.977951,45.33333,1.754725,1.036833,1
1686,6781203,Airline C,518,Airport 4,Airport 2,2,4,4,Type D,0.901268,9.333333,3.16569,0.930026,1
1687,1863268,Airline C,452,Airport 3,Airport 4,23,7,8,Type E,0.556444,74.0,2.830136,0.442257,1
1688,4676207,Airline E,483,Airport 1,Airport 3,9,7,9,Type A,0.684823,11.0,1.633781,0.047751,0
1689,7989243,Airline A,336,Airport 1,Airport 2,5,1,1,Type A,0.110998,19.55556,1.8205,0.344874,1
